civic_number;geo_local_area;geom;p_parcel_id;pcoord;site_id;std_street;geo_point_2d
4077;Dunbar-Southlands;"{""coordinates"": [-123.19606346591617, 49.24077302189163], ""type"": ""Point""}";__FJ1F90;73303033;013746944;W 35TH AV;49.24077302189163, -123.19606346591617
5832;Sunset;"{""coordinates"": [-123.07806539505343, 49.231570482319086], ""type"": ""Point""}";__FJ1F96;22875054;009404651;CULLODEN ST;49.231570482319086, -123.07806539505343
5468;Kensington-Cedar Cottage;"{""coordinates"": [-123.07379909421753, 49.23507658648272], ""type"": ""Point""}";__FJ1F9A;23373980;008052361;DUMFRIES ST;49.23507658648272, -123.07379909421753
5492;Kensington-Cedar Cottage;"{""coordinates"": [-123.07380489629494, 49.23489567031621], ""type"": ""Point""}";__FJ1F9E;23373992;014323982;DUMFRIES ST;49.23489567031621, -123.07380489629494
5491;Kensington-Cedar Cottage;"{""coordinates"": [-123.07459808933345, 49.234903157618454], ""type"": ""Point""}";__FJ1F9G;23373991;009712194;DUMFRIES ST;49.234903157618454, -123.07459808933345
5468;Kensington-Cedar Cottage;"{""coordinates"": [-123.07517840330023, 49.23509012549178], ""type"": ""Point""}";__FJ1F9K;23173976;014303043;LANARK ST;49.23509012549178, -123.07517840330023
5480;Kensington-Cedar Cottage;"{""coordinates"": [-123.07518135755099, 49.23500018006904], ""type"": ""Point""}";__FJ1F9M;23173982;004330714;LANARK ST;49.23500018006904, -123.07518135755099
5494;Kensington-Cedar Cottage;"{""coordinates"": [-123.07517909185334, 49.23491022904667], ""type"": ""Point""}";__FJ1F9O;23173994;011162562;LANARK ST;49.23491022904667, -123.07517909185334
5491;Kensington-Cedar Cottage;"{""coordinates"": [-123.07598056553319, 49.23490679922492], ""type"": ""Point""}";__FJ1F9Q;23173993;014305364;LANARK ST;49.23490679922492, -123.07598056553319
5477;Kensington-Cedar Cottage;"{""coordinates"": [-123.07598221522586, 49.234997200399505], ""type"": ""Point""}";__FJ1F9S;23173987;014305399;LANARK ST;49.234997200399505, -123.07598221522586
5520;Kensington-Cedar Cottage;"{""coordinates"": [-123.07796364482799, 49.234488350174274], ""type"": ""Point""}";__FJ1FA4;22874416;014799278;CULLODEN ST;49.234488350174274, -123.07796364482799
5577;Kensington-Cedar Cottage;"{""coordinates"": [-123.07742340327216, 49.23392763473112], ""type"": ""Point""}";__FJ1FAU;23074443;014799138;KNIGHT ST;49.23392763473112, -123.07742340327216
5555;Kensington-Cedar Cottage;"{""coordinates"": [-123.07741750445919, 49.23410844323385], ""type"": ""Point""}";__FJ1FAY;23074431;014799146;KNIGHT ST;49.23410844323385, -123.07741750445919
5515;Kensington-Cedar Cottage;"{""coordinates"": [-123.07741067753793, 49.23447770285357], ""type"": ""Point""}";__FJ1FB6;23074417;014799197;KNIGHT ST;49.23447770285357, -123.07741067753793
5605;Kensington-Cedar Cottage;"{""coordinates"": [-123.0760328594054, 49.233643840605566], ""type"": ""Point""}";__FJ1FBM;23174459;002705346;LANARK ST;49.233643840605566, -123.0760328594054
5585;Kensington-Cedar Cottage;"{""coordinates"": [-123.0760269548595, 49.23382419928657], ""type"": ""Point""}";__FJ1FBQ;23174447;003206751;LANARK ST;49.23382419928657, -123.0760269548595
5561;Kensington-Cedar Cottage;"{""coordinates"": [-123.07601845545332, 49.23409496194299], ""type"": ""Point""}";__FJ1FBW;23174435;007313152;LANARK ST;49.23409496194299, -123.07601845545332
5541;Kensington-Cedar Cottage;"{""coordinates"": [-123.07601255149318, 49.234275770371255], ""type"": ""Point""}";__FJ1FC0;23174425;014296560;LANARK ST;49.234275770371255, -123.07601255149318
5533;Kensington-Cedar Cottage;"{""coordinates"": [-123.07601557487104, 49.23436617065143], ""type"": ""Point""}";__FJ1FC2;23174421;004301269;LANARK ST;49.23436617065143, -123.07601557487104
5676;Kensington-Cedar Cottage;"{""coordinates"": [-123.0766018648089, 49.23332819911126], ""type"": ""Point""}";__FJ1FCE;23074480;009477420;KNIGHT ST;49.23332819911126, -123.0766018648089
5626;Kensington-Cedar Cottage;"{""coordinates"": [-123.07659417574254, 49.233676770224584], ""type"": ""Point""}";__FJ1FCK;23074462;009466754;KNIGHT ST;49.233676770224584, -123.07659417574254
5576;Kensington-Cedar Cottage;"{""coordinates"": [-123.07524010631072, 49.23390384566956], ""type"": ""Point""}";__FJ1FD6;23174442;009239294;LANARK ST;49.23390384566956, -123.07524010631072
5598;Kensington-Cedar Cottage;"{""coordinates"": [-123.07524463873291, 49.233722588400305], ""type"": ""Point""}";__FJ1FDA;23174452;014298414;LANARK ST;49.233722588400305, -123.07524463873291
5638;Kensington-Cedar Cottage;"{""coordinates"": [-123.07525068155594, 49.23326967352754], ""type"": ""Point""}";__FJ1FDK;23174480;014298490;LANARK ST;49.23326967352754, -123.07525068155594
5515;Kensington-Cedar Cottage;"{""coordinates"": [-123.07460587730885, 49.23461081596018], ""type"": ""Point""}";__FJ1FDM;23374403;008688605;DUMFRIES ST;49.23461081596018, -123.07460587730885
